order_id,order_code,order_date,order_status,order_description,buyer_id,buyer_name,buyer_phone,buyer_address,buyer_email,buyer_discount_%,employee_id,employee_fio,employee_phone,employee_experience,employee_hire_date,position_name,position_salary_min,position_salary_max,item_id,product_id,product_name,product_price,product_stock,product_min_stock,quantity_ordered,price_at_order,line_total,category_name,category_description,supplier_name,supplier_address,supplier_phone,supplier_email,supplier_rating
976,ORD202523729,2025-11-18 10:05:00,Отправлен,Аудиотехника,281,Сидорова Елена Андреевна,+79413488460,'Санкт-Петербург,ул. Гагарина,д. 92,540,Зайцев Артём Михайлович,+79042289171,6 лет,2010-02-15,Кладовщик,28000.00,40000.00,2564,205,Корм для собак Nike 5кг,2410.27,86,10,13,40254.62,523310.06,Посуда и кухня,'Кастрюли,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
976,ORD202523729,2025-11-18 10:05:00,Отправлен,Аудиотехника,281,Сидорова Елена Андреевна,+79413488460,'Санкт-Петербург,ул. Гагарина,д. 92,540,Зайцев Артём Михайлович,+79042289171,6 лет,2010-02-15,Кладовщик,28000.00,40000.00,2565,633,Кабель ВВГ Acer,2823.89,89,10,19,24476.31,465049.89,Аудиотехника,'Наушники,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
977,ORD202578834,2024-10-26 15:31:00,В обработке,Канцелярские товары,108,Богданова Ирина Павловна,+79832661307,'Воронеж,ул. Центральная,д. 105,122,Голубева Елена Алексеевна,+79434771940,1 год,2017-01-14,Директор склада,60000.00,100000.00,2566,483,Синтезатор Beko,32950.42,102,5,7,69024.23,483169.61,Крепёж и метизы,'Шурупы,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
977,ORD202578834,2024-10-26 15:31:00,В обработке,Канцелярские товары,108,Богданова Ирина Павловна,+79832661307,'Воронеж,ул. Центральная,д. 105,122,Голубева Елена Алексеевна,+79434771940,1 год,2017-01-14,Директор склада,60000.00,100000.00,2567,357,Сумка женская DeWalt,5141.36,150,20,1,77123.56,77123.56,Зоотовары,'Корм,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
977,ORD202578834,2024-10-26 15:31:00,В обработке,Канцелярские товары,108,Богданова Ирина Павловна,+79832661307,'Воронеж,ул. Центральная,д. 105,122,Голубева Елена Алексеевна,+79434771940,1 год,2017-01-14,Директор склада,60000.00,100000.00,2568,853,Свитч Kingston,8307.92,163,30,16,53652.11,858433.76,Бытовая техника,Техника для дома и кухни,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
978,ORD202543913,2024-11-23 03:10:00,Доставлен,Зоотовары,761,"АО ""ОмегаБиз58""",+79751222997,'Новосибирск,ул. Ленина,д. 32,272,Кузнецов Павел Андреевич,+79854307323,20 лет,2017-08-28,Грузчик,25000.00,35000.00,2569,639,Ламинат Acer 8мм,1020.61,8,10,13,19922.80,258996.4,Телефония,'Телефоны,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
978,ORD202543913,2024-11-23 03:10:00,Доставлен,Зоотовары,761,"АО ""ОмегаБиз58""",+79751222997,'Новосибирск,ул. Ленина,д. 32,272,Кузнецов Павел Андреевич,+79854307323,20 лет,2017-08-28,Грузчик,25000.00,35000.00,2570,752,Протеин Beko 1кг,2840.37,69,3,5,80248.58,401242.9,Сантехника,'Смесители,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
978,ORD202543913,2024-11-23 03:10:00,Доставлен,Зоотовары,761,"АО ""ОмегаБиз58""",+79751222997,'Новосибирск,ул. Ленина,д. 32,272,Кузнецов Павел Андреевич,+79854307323,20 лет,2017-08-28,Грузчик,25000.00,35000.00,2571,563,Конструктор Acer 500 деталей,7110.69,13,10,2,30375.23,60750.46,Безопасность,'Замки,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
978,ORD202543913,2024-11-23 03:10:00,Доставлен,Зоотовары,761,"АО ""ОмегаБиз58""",+79751222997,'Новосибирск,ул. Ленина,д. 32,272,Кузнецов Павел Андреевич,+79854307323,20 лет,2017-08-28,Грузчик,25000.00,35000.00,2572,956,Картридж для принтера Wilson,2591.49,30,20,20,20249.34,404986.8,Кухонная техника,'Микроволновки,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
979,ORD202490457,2025-10-22 11:59:00,Отправлен,Ювелирные изделия,60,Зайцева Людмила Ивановна,+79681452421,'Нижний Новгород,ул. Садовая,д. 145,356,Семёнов Андрей Иванович,+79542840033,5 лет,2001-10-14,Водитель-экспедитор,32000.00,48000.00,2573,229,Блок питания WD 650W,8072.50,9,3,10,52207.17,522071.7,Продукты питания,Продовольственные товары,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
979,ORD202490457,2025-10-22 11:59:00,Отправлен,Ювелирные изделия,60,Зайцева Людмила Ивановна,+79681452421,'Нижний Новгород,ул. Садовая,д. 145,356,Семёнов Андрей Иванович,+79542840033,5 лет,2001-10-14,Водитель-экспедитор,32000.00,48000.00,2574,653,Видеодомофон Reebok,14694.48,30,10,16,65965.63,1055450.08,Умный дом,Устройства для автоматизации дома,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
979,ORD202490457,2025-10-22 11:59:00,Отправлен,Ювелирные изделия,60,Зайцева Людмила Ивановна,+79681452421,'Нижний Новгород,ул. Садовая,д. 145,356,Семёнов Андрей Иванович,+79542840033,5 лет,2001-10-14,Водитель-экспедитор,32000.00,48000.00,2575,232,Смартфон Sony Pro,19177.68,68,10,12,71992.76,863913.12,Строительные материалы,Материалы для ремонта и строительства,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
979,ORD202490457,2025-10-22 11:59:00,Отправлен,Ювелирные изделия,60,Зайцева Людмила Ивановна,+79681452421,'Нижний Новгород,ул. Садовая,д. 145,356,Семёнов Андрей Иванович,+79542840033,5 лет,2001-10-14,Водитель-экспедитор,32000.00,48000.00,2576,381,Смеситель для ванны Makita,3631.61,34,3,14,60119.39,841671.46,Фото и видео,'Фотоаппараты,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
980,ORD202596778,2024-07-12 06:51:00,Отменён,Гаджеты и аксессуары,203,"ООО ""АльфаПром97""",+79374928578,'Воронеж,ул. Школьная,д. 82,99,Семёнова Екатерина Алексеевна,+79216899311,9 лет,2001-04-29,Начальник отдела логистики,55000.00,90000.00,2577,112,Ламинат Apple 8мм,1459.55,6,10,19,74822.12,1421620.28,Телефония,'Телефоны,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
981,ORD202523235,2025-02-10 03:18:00,В обработке,Одежда и обувь,826,Козлова Анна Алексеевна,+79176934735,'Пермь,ул. Садовая,д. 2,836,Соколов Александр Иванович,+79067830977,5 лет,2022-07-30,Директор склада,60000.00,100000.00,2578,244,Умный замок WD,16557.80,118,10,17,18070.78,307203.26,Спортивные товары,Товары для спорта и активного отдыха,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
981,ORD202523235,2025-02-10 03:18:00,В обработке,Одежда и обувь,826,Козлова Анна Алексеевна,+79176934735,'Пермь,ул. Садовая,д. 2,836,Соколов Александр Иванович,+79067830977,5 лет,2022-07-30,Директор склада,60000.00,100000.00,2579,219,Настенные часы DeWalt,4173.26,43,30,20,48784.07,975681.4,Книги и учёба,'Учебники,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
981,ORD202523235,2025-02-10 03:18:00,В обработке,Одежда и обувь,826,Козлова Анна Алексеевна,+79176934735,'Пермь,ул. Садовая,д. 2,836,Соколов Александр Иванович,+79067830977,5 лет,2022-07-30,Директор склада,60000.00,100000.00,2580,1015,Процессор Intel Beko,36369.26,162,10,16,80722.95,1291567.2,Продукты питания,Продовольственные товары,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
981,ORD202523235,2025-02-10 03:18:00,В обработке,Одежда и обувь,826,Козлова Анна Алексеевна,+79176934735,'Пермь,ул. Садовая,д. 2,836,Соколов Александр Иванович,+79067830977,5 лет,2022-07-30,Директор склада,60000.00,100000.00,2581,313,Гитара акустическая Xiaomi,9942.25,154,10,16,82896.74,1326347.84,Крепёж и метизы,'Шурупы,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
982,ORD202573032,2024-10-23 18:26:00,Подтвержден,Бытовая техника,411,Голубева Татьяна Павловна,+79359234347,'Казань,ул. Молодёжная,д. 72,503,Соколов Сергей Иванович,+79574785362,10 лет,2013-03-26,Начальник отдела логистики,55000.00,90000.00,2582,312,Сумка женская Acer,7492.03,150,15,2,25905.40,51810.8,Зоотовары,'Корм,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
983,ORD202568961,2025-05-18 03:53:00,Отменён,Компьютерная периферия,237,"АО ""ЛямбдаКорп90""",+79381749657,'Самара,ул. Мира,д. 6,221,Попова Валентина Ивановна,+79933004878,7 лет,2001-04-28,Грузчик,25000.00,35000.00,2583,657,Линолеум LG 3м,1943.78,19,5,5,59357.87,296789.35,Телефония,'Телефоны,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
984,ORD202432572,2025-10-03 04:47:00,Отправлен,Строительные материалы,927,Голубева Виктория Николаевна,+79312863660,'Новосибирск,ул. Мира,д. 14,469,Сидоров Максим Иванович,+79127082280,15 лет,2023-07-19,Кладовщик,28000.00,40000.00,2584,380,Папка файловая Huawei,292.70,93,15,12,68015.42,816185.04,Уход за домом,'Пылесосы,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
984,ORD202432572,2025-10-03 04:47:00,Отправлен,Строительные материалы,927,Голубева Виктория Николаевна,+79312863660,'Новосибирск,ул. Мира,д. 14,469,Сидоров Максим Иванович,+79127082280,15 лет,2023-07-19,Кладовщик,28000.00,40000.00,2585,91,Точка доступа ASUS,12766.67,156,20,15,76699.99,1150499.85,Бытовая техника,Техника для дома и кухни,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
985,ORD202596763,2024-06-22 07:22:00,В обработке,Электроника,630,Петрова Екатерина Ивановна,+79171051603,'Челябинск,ул. Гагарина,д. 79,267,Воробьева Валентина Алексеевна,+79376087531,2 года,2021-04-23,Кладовщик,28000.00,40000.00,2586,234,Парогенератор MSI,6155.35,118,5,9,66220.39,595983.51,Инструменты,Ручные и электроинструменты,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
985,ORD202596763,2024-06-22 07:22:00,В обработке,Электроника,630,Петрова Екатерина Ивановна,+79171051603,'Челябинск,ул. Гагарина,д. 79,267,Воробьева Валентина Алексеевна,+79376087531,2 года,2021-04-23,Кладовщик,28000.00,40000.00,2587,930,Смеситель для кухни Puma,2632.01,130,10,10,7943.23,79432.3,Фото и видео,'Фотоаппараты,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
986,ORD202433927,2025-11-22 05:40:00,Подтвержден,Бытовая техника,459,Виноградов Николай Иванович,+79714323709,'Омск,ул. Садовая,д. 147,235,Новиков Виктор Александрович,+79393908477,1 год,2023-08-31,Грузчик,25000.00,35000.00,2588,1018,Объектив Logitech,41151.78,35,3,16,81336.25,1301380.0,Мебель,Офисная и домашняя мебель,,,,,
986,ORD202433927,2025-11-22 05:40:00,Подтвержден,Бытовая техника,459,Виноградов Николай Иванович,+79714323709,'Омск,ул. Садовая,д. 147,235,Новиков Виктор Александрович,+79393908477,1 год,2023-08-31,Грузчик,25000.00,35000.00,2589,272,Товар Музыкальные инструменты Adidas модель,36714.31,150,30,20,15212.91,304258.2,Музыкальные инструменты,'Гитары,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
986,ORD202433927,2025-11-22 05:40:00,Подтвержден,Бытовая техника,459,Виноградов Николай Иванович,+79714323709,'Омск,ул. Садовая,д. 147,235,Новиков Виктор Александрович,+79393908477,1 год,2023-08-31,Грузчик,25000.00,35000.00,2590,225,Серьги ASUS,2799.19,157,10,17,83234.81,1414991.77,Расходные материалы,'Картриджи,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
987,ORD202483108,2024-07-10 13:52:00,В обработке,Электроника,825,"ЗАО ""ЗетаЛогист1""",+79607633020,'Краснодар,ул. Советская,д. 94,720,Новиков Евгений Дмитриевич,+79401827125,4 года,2014-09-06,Кладовщик,28000.00,40000.00,2591,679,Свитч Puma,5200.57,185,10,9,82085.05,738765.45,Бытовая техника,Техника для дома и кухни,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
987,ORD202483108,2024-07-10 13:52:00,В обработке,Электроника,825,"ЗАО ""ЗетаЛогист1""",+79607633020,'Краснодар,ул. Советская,д. 94,720,Новиков Евгений Дмитриевич,+79401827125,4 года,2014-09-06,Кладовщик,28000.00,40000.00,2592,595,Бра Kingston,3728.61,24,20,10,32072.09,320720.9,Сетевое оборудование,'Роутеры,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
988,ORD202421648,2025-01-13 12:50:00,Отменён,Продукты питания,442,Сидорова Виктория Ивановна,+79697159129,'Омск,ул. Ленина,д. 130,468,Волкова Анна Алексеевна,+79021438686,6 лет,2013-10-31,Директор склада,60000.00,100000.00,2593,448,МФУ Apple,12709.42,45,20,11,84962.79,934590.69,Климатическая техника,'Кондиционеры,"ООО ""МегаПоставка""",'Ростов-на-Дону,ул. Большая Садовая,д. 99',+78632901234
988,ORD202421648,2025-01-13 12:50:00,Отменён,Продукты питания,442,Сидорова Виктория Ивановна,+79697159129,'Омск,ул. Ленина,д. 130,468,Волкова Анна Алексеевна,+79021438686,6 лет,2013-10-31,Директор склада,60000.00,100000.00,2594,386,Флешка Huawei 64GB,1213.99,137,5,19,10628.05,201932.95,Одежда и обувь,Текстильные изделия и обувь,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
989,ORD202452416,2024-06-28 14:25:00,Подтвержден,Игрушки,731,Воробьев Артём Александрович,+79574932320,'Челябинск,ул. Гагарина,д. 79,227,Волкова Анна Ивановна,+79563977821,20 лет,2016-10-13,Оператор 1С,35000.00,55000.00,2595,209,Настольная игра Gorenje,3724.23,120,10,5,43540.26,217701.3,Офисная техника,'Принтеры,,,,,
989,ORD202452416,2024-06-28 14:25:00,Подтвержден,Игрушки,731,Воробьев Артём Александрович,+79574932320,'Челябинск,ул. Гагарина,д. 79,227,Волкова Анна Ивановна,+79563977821,20 лет,2016-10-13,Оператор 1С,35000.00,55000.00,2596,82,Тостер Nikon,4206.11,87,15,4,35495.14,141980.56,Автотовары,Товары для автомобилей,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
990,ORD202446249,2025-10-12 15:46:00,В обработке,Мебель для офиса,217,Зайцев Дмитрий Михайлович,+79314789255,'Екатеринбург,ул. Мира,д. 9,717,Богданов Иван Дмитриевич,+79529673344,4 года,2012-03-06,Кладовщик,28000.00,40000.00,2597,836,Краска интерьерная Sony 10л,2146.04,124,5,2,51838.36,103676.72,Комплектующие ПК,'Процессоры,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
990,ORD202446249,2025-10-12 15:46:00,В обработке,Мебель для офиса,217,Зайцев Дмитрий Михайлович,+79314789255,'Екатеринбург,ул. Мира,д. 9,717,Богданов Иван Дмитриевич,+79529673344,4 года,2012-03-06,Кладовщик,28000.00,40000.00,2598,708,Колонка Bluetooth Bosch,2762.30,185,10,7,56974.19,398819.33,Канцелярия,Канцелярские товары и принадлежности,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
991,ORD202427788,2025-02-04 16:03:00,Отменён,Автотовары,171,Виноградов Алексей Алексеевич,+79117597509,'Ростов-на-Дону,ул. Центральная,д. 62,97,Голубева Ольга Владимировна,+79511541342,4 года,2007-08-17,Начальник отдела логистики,55000.00,90000.00,2599,587,"Монитор Logitech 24""",23744.81,85,20,13,42146.59,547905.67,Электроника,Электронные устройства и комплектующие,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
991,ORD202427788,2025-02-04 16:03:00,Отменён,Автотовары,171,Виноградов Алексей Алексеевич,+79117597509,'Ростов-на-Дону,ул. Центральная,д. 62,97,Голубева Ольга Владимировна,+79511541342,4 года,2007-08-17,Начальник отдела логистики,55000.00,90000.00,2600,314,Гитара акустическая Reebok,8067.19,150,10,1,81576.30,81576.3,Крепёж и метизы,'Шурупы,,,,,
992,ORD202496028,2024-01-29 07:49:00,Подтвержден,Одежда и обувь,402,Попов Артём Алексеевич,+79849693169,'Екатеринбург,ул. Гагарина,д. 9,649,Семёнов Владимир Владимирович,+79874533042,5 лет,2022-09-10,Грузчик,25000.00,35000.00,2601,301,Бра Stanley,4743.88,88,5,14,26687.69,373627.66,Сетевое оборудование,'Роутеры,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
992,ORD202496028,2024-01-29 07:49:00,Подтвержден,Одежда и обувь,402,Попов Артём Алексеевич,+79849693169,'Екатеринбург,ул. Гагарина,д. 9,649,Семёнов Владимир Владимирович,+79874533042,5 лет,2022-09-10,Грузчик,25000.00,35000.00,2602,416,Увлажнитель воздуха Sony,4845.13,176,10,15,85348.43,1280226.45,Игрушки,Детские игрушки и развлечения,,,,,
992,ORD202496028,2024-01-29 07:49:00,Подтвержден,Одежда и обувь,402,Попов Артём Алексеевич,+79849693169,'Екатеринбург,ул. Гагарина,д. 9,649,Семёнов Владимир Владимирович,+79874533042,5 лет,2022-09-10,Грузчик,25000.00,35000.00,2603,579,Тетрадь в клетку Nike (48л),67.20,43,30,11,88175.41,969929.51,Уход за домом,'Пылесосы,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
993,ORD202534364,2025-09-30 12:34:00,Доставлен,Компьютерная периферия,799,Кузнецова Ирина Николаевна,+79126965707,'Омск,пр. Победы,д. 14,675,Смирнова Светлана Николаевна,+79549661739,2 года,2012-05-21,,,,2604,311,Коврик для мыши Xiaomi,1027.28,17,10,8,13312.16,106497.28,Электроника,Электронные устройства и комплектующие,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
993,ORD202534364,2025-09-30 12:34:00,Доставлен,Компьютерная периферия,799,Кузнецова Ирина Николаевна,+79126965707,'Омск,пр. Победы,д. 14,675,Смирнова Светлана Николаевна,+79549661739,2 года,2012-05-21,,,,2605,577,Сковорода Sony 28см,2057.25,81,10,11,3822.61,42048.71,Садовый инвентарь,Товары для сада и огорода,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
993,ORD202534364,2025-09-30 12:34:00,Доставлен,Компьютерная периферия,799,Кузнецова Ирина Николаевна,+79126965707,'Омск,пр. Победы,д. 14,675,Смирнова Светлана Николаевна,+79549661739,2 года,2012-05-21,,,,2606,771,Паркетная доска Reebok,4722.29,66,5,10,54245.61,542456.1,Телефония,'Телефоны,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
993,ORD202534364,2025-09-30 12:34:00,Доставлен,Компьютерная периферия,799,Кузнецова Ирина Николаевна,+79126965707,'Омск,пр. Победы,д. 14,675,Смирнова Светлана Николаевна,+79549661739,2 года,2012-05-21,,,,2607,174,Точка доступа Beko,5990.00,100,20,7,69666.59,487666.13,Бытовая техника,Техника для дома и кухни,"ООО ""СтройМатериалы+""",'Краснодар,ул. Красная,д. 77',+78612678901
994,ORD202511050,2024-11-23 09:52:00,Доставлен,Гаджеты и аксессуары,422,Волкова Людмила Павловна,+79214085098,'Воронеж,ул. Ленина,д. 33,669,Иванова Ирина Сергеевна,+79672795827,4 года,2005-10-30,Грузчик,25000.00,35000.00,2608,201,Товар Детские товары DeWalt модель,9845.85,56,10,19,29228.01,555332.19,Детские товары,'Коляски,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
994,ORD202511050,2024-11-23 09:52:00,Доставлен,Гаджеты и аксессуары,422,Волкова Людмила Павловна,+79214085098,'Воронеж,ул. Ленина,д. 33,669,Иванова Ирина Сергеевна,+79672795827,4 года,2005-10-30,Грузчик,25000.00,35000.00,2609,879,Патч-корд Reebok 5м,459.97,52,10,8,37150.65,297205.2,Бытовая техника,Техника для дома и кухни,"ЗАО ""ПродТорг""",'Челябинск,пр. Ленина,д. 55',+73512789012
994,ORD202511050,2024-11-23 09:52:00,Доставлен,Гаджеты и аксессуары,422,Волкова Людмила Павловна,+79214085098,'Воронеж,ул. Ленина,д. 33,669,Иванова Ирина Сергеевна,+79672795827,4 года,2005-10-30,Грузчик,25000.00,35000.00,2610,909,SSD TP-Link 512GB,3526.37,185,3,19,5231.38,99396.22,Одежда и обувь,Текстильные изделия и обувь,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
995,ORD202543572,2024-01-25 04:41:00,Подтвержден,Спортивные товары,29,"ООО ""ТехноТрейд91""",+79046543670,'Санкт-Петербург,ул. Молодёжная,д. 61,972,Петров Михаил Иванович,+79301032061,8 лет,2012-02-13,Грузчик,25000.00,35000.00,2611,185,Фотовспышка Kingston,6590.48,171,5,8,28298.04,226384.32,Мебель,Офисная и домашняя мебель,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
995,ORD202543572,2024-01-25 04:41:00,Подтвержден,Спортивные товары,29,"ООО ""ТехноТрейд91""",+79046543670,'Санкт-Петербург,ул. Молодёжная,д. 61,972,Петров Михаил Иванович,+79301032061,8 лет,2012-02-13,Грузчик,25000.00,35000.00,2612,883,Флешка Stanley 64GB,1420.06,193,10,3,56380.92,169142.76,Одежда и обувь,Текстильные изделия и обувь,"ООО ""ГлобалТрейд""",'Новосибирск,ул. Красный проспект,д. 12',+73832345678
996,ORD202482363,2025-01-19 12:49:00,Отправлен,Бытовая техника,261,Сидорова Анна Ивановна,+79937442986,'Краснодар,ул. Садовая,д. 81,912,Богданов Иван Иванович,+79648048582,5 лет,2010-01-26,Водитель-экспедитор,32000.00,48000.00,2613,788,"Монитор Canon 24""",15635.51,125,10,11,5644.86,62093.46,Электроника,Электронные устройства и комплектующие,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
996,ORD202482363,2025-01-19 12:49:00,Отправлен,Бытовая техника,261,Сидорова Анна Ивановна,+79937442986,'Краснодар,ул. Садовая,д. 81,912,Богданов Иван Иванович,+79648048582,5 лет,2010-01-26,Водитель-экспедитор,32000.00,48000.00,2614,428,Настольная лампа LG,3606.32,151,10,20,87697.42,1753948.4,Сетевое оборудование,'Роутеры,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
997,ORD202589754,2025-03-15 03:12:00,Отправлен,Продукты питания,307,"АО ""ДельтаКом67""",+79308990355,'Екатеринбург,ул. Мира,д. 102,656,Попов Дмитрий Алексеевич,+79171897639,10 лет,2018-05-25,Кладовщик,28000.00,40000.00,2615,348,Сковорода TP-Link 28см,2551.72,30,30,14,38545.36,539635.04,Садовый инвентарь,Товары для сада и огорода,"ЗАО ""МетроОпт""",'Санкт-Петербург,пр. Невский,д. 88',+78123456789
997,ORD202589754,2025-03-15 03:12:00,Отправлен,Продукты питания,307,"АО ""ДельтаКом67""",+79308990355,'Екатеринбург,ул. Мира,д. 102,656,Попов Дмитрий Алексеевич,+79171897639,10 лет,2018-05-25,Кладовщик,28000.00,40000.00,2616,918,Велосипед горный Samsung,22452.61,91,20,15,64694.77,970421.55,Напольные покрытия,'Ламинат,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
997,ORD202589754,2025-03-15 03:12:00,Отправлен,Продукты питания,307,"АО ""ДельтаКом67""",+79308990355,'Екатеринбург,ул. Мира,д. 102,656,Попов Дмитрий Алексеевич,+79171897639,10 лет,2018-05-25,Кладовщик,28000.00,40000.00,2617,520,Замок накладной Nike,3378.86,151,10,4,24528.15,98112.6,Умный дом,Устройства для автоматизации дома,"ООО ""БизнесЛайн""",'Волгоград,пр. Ленина,д. 66',+78442123456
998,ORD202539702,2024-08-31 20:21:00,Доставлен,Зоотовары,343,"ЗАО ""ЛямбдаКорп8""",+79759097940,'Самара,ул. Школьная,д. 113,95,Новиков Евгений Павлович,+79766515543,10 лет,2020-08-30,Оператор 1С,35000.00,55000.00,2618,423,Товар Настольные игры Nike модель,17757.94,52,10,20,83837.77,1676755.4,Настольные игры,'Шахматы,"ООО ""НовыйПоставщик""",'Москва,ул. Новая,д. 1',+79991234567
998,ORD202539702,2024-08-31 20:21:00,Доставлен,Зоотовары,343,"ЗАО ""ЛямбдаКорп8""",+79759097940,'Самара,ул. Школьная,д. 113,95,Новиков Евгений Павлович,+79766515543,10 лет,2020-08-30,Оператор 1С,35000.00,55000.00,2619,365,Коляска детская Electrolux,26000.65,152,3,17,63463.30,1078876.1,Медицинские товары,'Термометры,"Компания ""Альфа-Дистрибуция""",'Уфа,ул. Ленина,д. 11',+73472012345
998,ORD202539702,2024-08-31 20:21:00,Доставлен,Зоотовары,343,"ЗАО ""ЛямбдаКорп8""",+79759097940,'Самара,ул. Школьная,д. 113,95,Новиков Евгений Павлович,+79766515543,10 лет,2020-08-30,Оператор 1С,35000.00,55000.00,2620,281,Саундбар TP-Link,21051.72,162,3,7,73697.67,515883.69,Канцелярия,Канцелярские товары и принадлежности,ИП Петров С.Н.,'Омск,ул. Маркса,д. 21',+73812890123
998,ORD202539702,2024-08-31 20:21:00,Доставлен,Зоотовары,343,"ЗАО ""ЛямбдаКорп8""",+79759097940,'Самара,ул. Школьная,д. 113,95,Новиков Евгений Павлович,+79766515543,10 лет,2020-08-30,Оператор 1С,35000.00,55000.00,2621,853,Свитч Kingston,8307.92,163,30,12,52836.12,634033.44,Бытовая техника,Техника для дома и кухни,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
999,ORD202463697,2025-02-26 21:48:00,Доставлен,Мебель для офиса,147,Павлов Артём Павлович,+79639993490,'Москва,ул. Молодёжная,д. 148,904,Павлов Сергей Михайлович,+79251631411,7 лет,2014-02-12,Начальник отдела логистики,55000.00,90000.00,2622,219,Настенные часы DeWalt,4173.26,43,30,7,52887.44,370212.08,Книги и учёба,'Учебники,"ЗАО ""Партнер Групп""",'Пермь,ул. Комсомольский проспект,д. 45',+73422234567
999,ORD202463697,2025-02-26 21:48:00,Доставлен,Мебель для офиса,147,Павлов Артём Павлович,+79639993490,'Москва,ул. Молодёжная,д. 148,904,Павлов Сергей Михайлович,+79251631411,7 лет,2014-02-12,Начальник отдела логистики,55000.00,90000.00,2623,413,Пылесос робот Puma,35439.75,55,5,4,51801.07,207204.28,Инструменты,Ручные и электроинструменты,"Компания ""Восток-Запад""",'Екатеринбург,ул. Малышева,д. 33',+73432456789
999,ORD202463697,2025-02-26 21:48:00,Доставлен,Мебель для офиса,147,Павлов Артём Павлович,+79639993490,'Москва,ул. Молодёжная,д. 148,904,Павлов Сергей Михайлович,+79251631411,7 лет,2014-02-12,Начальник отдела логистики,55000.00,90000.00,2624,721,Датчик движения MSI,2956.90,113,5,15,22494.75,337421.25,Спортивные товары,Товары для спорта и активного отдыха,ИП Иванов А.С.,'Казань,ул. Баумана,д. 44',+78432567890
